2026-07-29 09:26:11.782 | INFO     | logger:setup_logger:99 | Logger initialised — console=DEBUG, file=DEBUG
2026-07-29 09:27:34.277 | INFO     | logger:setup_logger:99 | Logger initialised — console=DEBUG, file=DEBUG
2026-07-29 09:27:34.738 | INFO     | memory:rename_conversation:346 | Renamed conversation 1 to 'Quantum Computing Guide'
2026-07-29 09:27:34.762 | INFO     | memory:delete_conversation:368 | Deleted conversation 1
2026-07-29 09:33:43.708 | INFO     | logger:setup_logger:99 | Logger initialised — console=DEBUG, file=DEBUG
2026-07-29 09:33:45.545 | INFO     | tts:__init__:36 | TTSService initialised — voice=en-US-GuyNeural, rate=+0%
2026-07-29 09:33:45.547 | INFO     | tts:cancel:113 | TTS cancellation requested
2026-07-29 09:33:45.547 | WARNING  | retry:wrapper:42 | Transient error in 'flaky_api' (attempt 1/3): Transient network error. Retrying in 0.11s...
2026-07-29 09:33:45.659 | INFO     | vision_service:__init__:32 | VisionService initialized (Vision Cooldown Rate-Limiter Active)
2026-07-29 09:33:45.660 | DEBUG    | vision_service:check_vision_cooldown:41 | Vision capture throttled by cooldown (0.00s < 2.0s)
2026-07-29 09:33:45.661 | INFO     | clipboard_intelligence:__init__:27 | ClipboardIntelligenceService initialized
2026-07-29 09:33:45.661 | INFO     | clipboard_intelligence:process_quick_action:54 | 📋 Executing Clipboard Intelligence action 'summarize' on 77 chars
2026-07-29 09:34:14.089 | INFO     | logger:setup_logger:99 | Logger initialised — console=DEBUG, file=DEBUG
2026-07-29 09:34:14.838 | INFO     | tts:__init__:36 | TTSService initialised — voice=en-US-GuyNeural, rate=+0%
2026-07-29 09:34:14.839 | INFO     | tts:cancel:113 | TTS cancellation requested
2026-07-29 09:34:14.840 | WARNING  | retry:wrapper:42 | Transient error in 'flaky_api' (attempt 1/3): Transient network error. Retrying in 0.10s...
2026-07-29 09:34:14.947 | INFO     | vision_service:__init__:32 | VisionService initialized (Vision Cooldown Rate-Limiter Active)
2026-07-29 09:34:14.947 | DEBUG    | vision_service:check_vision_cooldown:41 | Vision capture throttled by cooldown (0.00s < 2.0s)
2026-07-29 09:34:14.948 | INFO     | clipboard_intelligence:__init__:27 | ClipboardIntelligenceService initialized
2026-07-29 09:34:14.948 | INFO     | clipboard_intelligence:process_quick_action:54 | 📋 Executing Clipboard Intelligence action 'summarize' on 77 chars
2026-07-29 09:34:15.005 | INFO     | config_manager:update_custom_names:69 | Updated Assistant Customization: Assistant='JARVIS_V2', User='Ashrit_R'
2026-07-29 09:34:15.006 | INFO     | proactive_engine:__init__:50 | ProactiveEngine initialized (Proactive 2.0 with 20-min Cooldown & Session Memory Active).
2026-07-29 09:34:15.007 | INFO     | proactive_engine:save_session_summary:64 | Saved ephemeral session summary for next boot continuity.
